OverviewPage,Team,N PlayerInTeam,Player,Role,Flag
2023 Season World Championship/Main Event,LNG Esports,1,Zika,Top,China
2023 Season World Championship/Main Event,LNG Esports,2,Tarzan (Lee Seung-yong),Jungle,South Korea
2023 Season World Championship/Main Event,LNG Esports,3,Scout,Mid,South Korea
2023 Season World Championship/Main Event,LNG Esports,4,GALA,Bot,China
2023 Season World Championship/Main Event,LNG Esports,5,Hang,Support,China
2023 Season World Championship/Main Event,LNG Esports,6,Poppy (Chang Po-Hao),Coach,Taiwan
2023 Season World Championship/Main Event,LNG Esports,7,U,Coach,China
2023 Season World Championship/Main Event,MAD Lions,1,Chasy,Top,South Korea
2023 Season World Championship/Main Event,MAD Lions,2,Elyoya,Jungle,Spain
2023 Season World Championship/Main Event,MAD Lions,3,Nisqy,Mid,Belgium
2023 Season World Championship/Main Event,MAD Lions,4,Carzzy,Bot,Czech Republic
2023 Season World Championship/Main Event,MAD Lions,5,Hylissang,Support,Bulgaria
2023 Season World Championship/Main Event,MAD Lions,6,Pad,Coach,Denmark
2023 Season World Championship/Main Event,MAD Lions,7,Viking (Jake Ainsworth),Coach,United Kingdom
2023 Season World Championship/Main Event,NRG,1,Dhokla,Top,United States
2023 Season World Championship/Main Event,NRG,2,Contractz,Jungle,United States
2023 Season World Championship/Main Event,NRG,3,Palafox,Mid,United States
2023 Season World Championship/Main Event,NRG,4,FBI,Bot,Australia
2023 Season World Championship/Main Event,NRG,5,IgNar,Support,South Korea
2023 Season World Championship/Main Event,NRG,6,Thinkcard,Coach,United States
2023 Season World Championship/Main Event,NRG,7,Croissant,Coach,United States
2023 Season World Championship/Main Event,T1,1,Zeus,Top,South Korea
2023 Season World Championship/Main Event,T1,2,Oner,Jungle,South Korea
2023 Season World Championship/Main Event,T1,3,Faker,Mid,South Korea
2023 Season World Championship/Main Event,T1,4,Gumayusi,Bot,South Korea
2023 Season World Championship/Main Event,T1,5,Keria,Support,South Korea
2023 Season World Championship/Main Event,T1,6,Tom (Im Jae-hyeon),Coach,South Korea
2023 Season World Championship/Main Event,T1,7,Roach,Coach,South Korea
2023 Season World Championship/Main Event,Team BDS,1,Adam (Adam Maanane),Top,France
2023 Season World Championship/Main Event,Team BDS,2,Sheo,Jungle,France
2023 Season World Championship/Main Event,Team BDS,3,nuc,Mid,France
2023 Season World Championship/Main Event,Team BDS,4,Crownie,Bot,Slovenia
2023 Season World Championship/Main Event,Team BDS,5,Labrov,Support,Greece
2023 Season World Championship/Main Event,Team BDS,6,GotoOne,Coach,France
2023 Season World Championship/Main Event,Team BDS,7,Striker (Yanis Kella),Coach,France
2023 Season World Championship/Main Event,Team Liquid,1,Summit,Top,South Korea
2023 Season World Championship/Main Event,Team Liquid,2,Pyosik,Jungle,South Korea
2023 Season World Championship/Main Event,Team Liquid,3,APA (Eain Stearns),Mid,United States
2023 Season World Championship/Main Event,Team Liquid,4,Yeon (Sean Sung),Bot,United States
2023 Season World Championship/Main Event,Team Liquid,5,CoreJJ,Support,South Korea
2023 Season World Championship/Main Event,Team Liquid,6,Reignover,Coach,South Korea
2023 Season World Championship/Main Event,Team Liquid,7,Dodo,Coach,South Korea
2023 Season World Championship/Main Event,Weibo Gaming,1,TheShy,Top,South Korea
2023 Season World Championship/Main Event,Weibo Gaming,2,Weiwei,Jungle,China
2023 Season World Championship/Main Event,Weibo Gaming,3,Xiaohu,Mid,China
2023 Season World Championship/Main Event,Weibo Gaming,4,Light (Wang Guang-Yu),Bot,China
2023 Season World Championship/Main Event,Weibo Gaming,5,Crisp,Support,China
2023 Season World Championship/Main Event,Weibo Gaming,6,Daeny,Coach,South Korea
2023 Season World Championship/Main Event,Weibo Gaming,7,Tselin,Coach,China
2023 Season World Championship/Play-In,CTBC Flying Oyster,1,Rest,Top,Taiwan
2023 Season World Championship/Play-In,CTBC Flying Oyster,2,Gemini,Jungle,Taiwan
2023 Season World Championship/Play-In,CTBC Flying Oyster,3,JimieN,Mid,Taiwan
2023 Season World Championship/Play-In,CTBC Flying Oyster,4,Shunn,Bot,Taiwan
2023 Season World Championship/Play-In,CTBC Flying Oyster,5,ShiauC,Support,Taiwan
2023 Season World Championship/Play-In,CTBC Flying Oyster,6,Achie,Coach,Taiwan
2023 Season World Championship/Play-In,CTBC Flying Oyster,7,Koala (Lin Chih-Chiang),Coach,Taiwan
2023 Season World Championship/Play-In,DetonatioN FocusMe,1,apaMEN,Top,Japan
2023 Season World Championship/Play-In,DetonatioN FocusMe,2,Steal (Mun Geon-yeong),Jungle,South Korea
2023 Season World Championship/Play-In,DetonatioN FocusMe,3,Aria (Lee Ga-eul),Mid,South Korea
2023 Season World Championship/Play-In,DetonatioN FocusMe,4,Yutapon,Bot,Japan
2023 Season World Championship/Play-In,DetonatioN FocusMe,5,Harp,Support,South Korea
2023 Season World Championship/Play-In,DetonatioN FocusMe,6,Gismo,Head Coach,Japan
2023 Season World Championship/Play-In,GAM Esports,1,Kiaya,Top,Vietnam
2023 Season World Championship/Play-In,GAM Esports,2,Levi,Jungle,Vietnam
2023 Season World Championship/Play-In,GAM Esports,3,Kati,Mid,Vietnam
2023 Season World Championship/Play-In,GAM Esports,4,Slayder,Bot,Vietnam
2023 Season World Championship/Play-In,GAM Esports,5,Palette,Support,Vietnam
2023 Season World Championship/Play-In,GAM Esports,6,Hankay,Coach,Vietnam
2023 Season World Championship/Play-In,GAM Esports,7,Rei,Coach,Vietnam
2023 Season World Championship/Play-In,LOUD,1,Robo,Top,Brazil
2023 Season World Championship/Play-In,LOUD,2,Croc,Jungle,South Korea
2023 Season World Championship/Play-In,LOUD,3,tinowns,Mid,Brazil
2023 Season World Championship/Play-In,LOUD,4,Route,Bot,South Korea
2023 Season World Championship/Play-In,LOUD,5,Ceos,Support,Brazil
2023 Season World Championship/Play-In,LOUD,6,BeellzY,Coach,Brazil
2023 Season World Championship/Play-In,LOUD,7,Sephis,Coach,Brazil
2023 Season World Championship/Play-In,Movistar R7,1,Bong (Cho Bo-woong),Top,South Korea
2023 Season World Championship/Play-In,Movistar R7,2,Oddie,Jungle,Peru
2023 Season World Championship/Play-In,Movistar R7,3,Mireu,Mid,South Korea
2023 Season World Championship/Play-In,Movistar R7,4,Ceo,Bot,Argentina
2023 Season World Championship/Play-In,Movistar R7,5,Lyonz,Support,Argentina
2023 Season World Championship/Play-In,Movistar R7,6,Khynm,Coach,Argentina
2023 Season World Championship/Play-In,Movistar R7,7,Kun (Kwon Oh-seong),Coach,South Korea
2023 Season World Championship/Play-In,PSG Talon,1,Azhi,Top,Taiwan
2023 Season World Championship/Play-In,PSG Talon,2,JunJia,Jungle,Taiwan
2023 Season World Championship/Play-In,PSG Talon,3,Maple (Huang Yi-Tang),Mid,Taiwan
2023 Season World Championship/Play-In,PSG Talon,4,Wako,Bot,Taiwan
2023 Season World Championship/Play-In,PSG Talon,5,Woody,Support,Taiwan
2023 Season World Championship/Play-In,PSG Talon,6,CorGi,Coach,Taiwan
2023 Season World Championship/Play-In,PSG Talon,7,Zero (Chung Chen-Hua),Coach,Taiwan
2023 Season World Championship/Play-In,Team BDS,1,Adam (Adam Maanane),Top,France
2023 Season World Championship/Play-In,Team BDS,2,Sheo,Jungle,France
2023 Season World Championship/Play-In,Team BDS,3,nuc,Mid,France
2023 Season World Championship/Play-In,Team BDS,4,Crownie,Bot,Slovenia
2023 Season World Championship/Play-In,Team BDS,5,Labrov,Support,Greece
2023 Season World Championship/Play-In,Team BDS,6,GotoOne,Coach,France
2023 Season World Championship/Play-In,Team BDS,7,Striker (Yanis Kella),Coach,France
2023 Season World Championship/Play-In,Team Whales,1,Sparda,Top,Vietnam
2023 Season World Championship/Play-In,Team Whales,2,BeanJ,Jungle,Vietnam
2023 Season World Championship/Play-In,Team Whales,3,Gloryy,Mid,Vietnam
2023 Season World Championship/Play-In,Team Whales,4,Artemis (Trần Quốc Hưng),Bot,Vietnam
2023 Season World Championship/Play-In,Team Whales,5,Bie,Support,Vietnam
2023 Season World Championship/Play-In,Team Whales,6,Yuna,Coach,Vietnam
2023 Season World Championship/Play-In,Team Whales,7,Ciel (Trần Tiến Thịnh),Coach,Vietnam
2023 Worlds Qualifying Series,Golden Guardians,1,Licorice,Top,Canada
2023 Worlds Qualifying Series,Golden Guardians,2,River (Kim Dong-woo),Jungle,South Korea
2023 Worlds Qualifying Series,Golden Guardians,3,Gori,Mid,South Korea
2023 Worlds Qualifying Series,Golden Guardians,4,Stixxay,Bot,United States
2023 Worlds Qualifying Series,Golden Guardians,5,huhi,Support,South Korea
2023 Worlds Qualifying Series,Golden Guardians,6,Spookz,Coach,Australia
2023 Worlds Qualifying Series,Golden Guardians,7,Chuz,Coach,Australia
2023 Worlds Qualifying Series,Team BDS,1,Adam (Adam Maanane),Top,France
2023 Worlds Qualifying Series,Team BDS,2,Sheo,Jungle,France
2023 Worlds Qualifying Series,Team BDS,3,nuc,Mid,France
2023 Worlds Qualifying Series,Team BDS,4,Crownie,Bot,Slovenia
2023 Worlds Qualifying Series,Team BDS,5,Labrov,Support,Greece
2023 Worlds Qualifying Series,Team BDS,6,GotoOne,Coach,France
2023 Worlds Qualifying Series,Team BDS,7,Striker (Yanis Kella),Coach,France
2024 Season World Championship/Main Event,Bilibili Gaming,1,Bin (Chen Ze-Bin),Top,China
2024 Season World Championship/Main Event,Bilibili Gaming,2,Wei (Yan Yang-Wei),Jungle,China
2024 Season World Championship/Main Event,Bilibili Gaming,3,XUN,Jungle,China
2024 Season World Championship/Main Event,Bilibili Gaming,4,knight (Zhuo Ding),Mid,China
2024 Season World Championship/Main Event,Bilibili Gaming,5,Elk,Bot,China
2024 Season World Championship/Main Event,Bilibili Gaming,6,ON,Support,China
2024 Season World Championship/Main Event,Bilibili Gaming,7,BigWei,Coach,Taiwan
2024 Season World Championship/Main Event,Bilibili Gaming,8,Xiasu,Coach,China
2024 Season World Championship/Main Event,Bilibili Gaming,9,Easyhoon,Coach,South Korea
2024 Season World Championship/Main Event,Dplus Kia,1,Kingen,Top,South Korea
2024 Season World Championship/Main Event,Dplus Kia,2,Lucid (Choi Yong-hyeok),Jungle,South Korea
2024 Season World Championship/Main Event,Dplus Kia,3,ShowMaker,Mid,South Korea
2024 Season World Championship/Main Event,Dplus Kia,4,Aiming,Bot,South Korea
2024 Season World Championship/Main Event,Dplus Kia,5,Moham,Support,South Korea
2024 Season World Championship/Main Event,Dplus Kia,6,Zefa,Coach,South Korea
2024 Season World Championship/Main Event,Dplus Kia,7,Bubbling,Coach,South Korea
2024 Season World Championship/Main Event,Dplus Kia,8,Ssong,Coach,South Korea
2024 Season World Championship/Main Event,FlyQuest,1,Bwipo,Top,Belgium
2024 Season World Championship/Main Event,FlyQuest,2,Inspired,Jungle,Poland
2024 Season World Championship/Main Event,FlyQuest,3,Quad,Mid,South Korea
2024 Season World Championship/Main Event,FlyQuest,4,Massu,Bot,Canada
2024 Season World Championship/Main Event,FlyQuest,5,Busio,Support,United States
2024 Season World Championship/Main Event,FlyQuest,6,Nukeduck,Coach,Norway
2024 Season World Championship/Main Event,FlyQuest,7,Mithy,Coach,Spain
2024 Season World Championship/Main Event,Fnatic,1,Oscarinin,Top,Spain
2024 Season World Championship/Main Event,Fnatic,2,Razork,Jungle,Spain
2024 Season World Championship/Main Event,Fnatic,3,Humanoid,Mid,Czech Republic
2024 Season World Championship/Main Event,Fnatic,4,Noah (Oh Hyeon-taek),Bot,South Korea
2024 Season World Championship/Main Event,Fnatic,5,Jun (Yoon Se-jun),Support,South Korea
2024 Season World Championship/Main Event,Fnatic,6,Nightshare,Coach,Czech Republic
2024 Season World Championship/Main Event,Fnatic,7,Gaax,Coach,Spain
2024 Season World Championship/Main Event,G2 Esports,1,BrokenBlade,Top,Germany
2024 Season World Championship/Main Event,G2 Esports,2,Yike,Jungle,Sweden
2024 Season World Championship/Main Event,G2 Esports,3,Caps,Mid,Denmark
2024 Season World Championship/Main Event,G2 Esports,4,Hans Sama,Bot,France
2024 Season World Championship/Main Event,G2 Esports,5,Mikyx,Support,Slovenia
2024 Season World Championship/Main Event,G2 Esports,6,Dylan Falco,Coach,Canada
2024 Season World Championship/Main Event,G2 Esports,7,Rodrigo,Coach,Portugal
2024 Season World Championship/Main Event,GAM Esports,1,Kiaya,Top,Vietnam
2024 Season World Championship/Main Event,GAM Esports,2,Levi,Jungle,Vietnam
2024 Season World Championship/Main Event,GAM Esports,3,Emo,Mid,Vietnam
2024 Season World Championship/Main Event,GAM Esports,4,EasyLove,Bot,Vietnam
2024 Season World Championship/Main Event,GAM Esports,5,Elio,Support,Vietnam
2024 Season World Championship/Main Event,GAM Esports,6,Archie (Trần Minh Nhựt),Coach,Vietnam
2024 Season World Championship/Main Event,GAM Esports,7,Hype (Trần Hữu Toàn),Coach,Vietnam
2024 Season World Championship/Main Event,GAM Esports,8,Bigkoro,Coach,Vietnam
2024 Season World Championship/Main Event,Gen.G,1,Kiin,Top,South Korea
2024 Season World Championship/Main Event,Gen.G,2,Canyon,Jungle,South Korea
2024 Season World Championship/Main Event,Gen.G,3,Chovy,Mid,South Korea
2024 Season World Championship/Main Event,Gen.G,4,Peyz,Bot,South Korea
2024 Season World Championship/Main Event,Gen.G,5,Lehends,Support,South Korea
2024 Season World Championship/Main Event,Gen.G,6,KIM (Kim Jeong-soo),Coach,South Korea
2024 Season World Championship/Main Event,Gen.G,7,Helper (Kwon Yeong-jae),Coach,South Korea
2024 Season World Championship/Main Event,Hanwha Life Esports,1,Doran (Choi Hyeon-joon),Top,South Korea
2024 Season World Championship/Main Event,Hanwha Life Esports,2,Peanut,Jungle,South Korea
2024 Season World Championship/Main Event,Hanwha Life Esports,3,Zeka (Kim Geon-woo),Mid,South Korea
2024 Season World Championship/Main Event,Hanwha Life Esports,4,Viper (Park Do-hyeon),Bot,South Korea
2024 Season World Championship/Main Event,Hanwha Life Esports,5,Delight,Support,South Korea
2024 Season World Championship/Main Event,Hanwha Life Esports,6,DanDy,Coach,South Korea
2024 Season World Championship/Main Event,Hanwha Life Esports,7,Mowgli,Coach,South Korea
2024 Season World Championship/Main Event,LNG Esports,1,Zika,Top,China
2024 Season World Championship/Main Event,LNG Esports,2,Weiwei,Jungle,China
2024 Season World Championship/Main Event,LNG Esports,3,Scout,Mid,South Korea
2024 Season World Championship/Main Event,LNG Esports,4,GALA,Bot,China
2024 Season World Championship/Main Event,LNG Esports,5,Hang,Support,China
2024 Season World Championship/Main Event,LNG Esports,6,U,Coach,China
2024 Season World Championship/Main Event,LNG Esports,7,DynAmIte,Coach,China
2024 Season World Championship/Main Event,MAD Lions KOI,1,Myrwn,Top,Spain
2024 Season World Championship/Main Event,MAD Lions KOI,2,Elyoya,Jungle,Spain
2024 Season World Championship/Main Event,MAD Lions KOI,3,Fresskowy,Mid,Poland
2024 Season World Championship/Main Event,MAD Lions KOI,4,Supa,Bot,Spain
2024 Season World Championship/Main Event,MAD Lions KOI,5,Alvaro (Álvaro Fernández),Support,Spain
2024 Season World Championship/Main Event,MAD Lions KOI,6,Melzhet,Coach,Spain
2024 Season World Championship/Main Event,MAD Lions KOI,7,Zeph,Coach,France
2024 Season World Championship/Main Event,paiN Gaming,1,Wizer,Top,South Korea
2024 Season World Championship/Main Event,paiN Gaming,2,CarioK,Jungle,Brazil
2024 Season World Championship/Main Event,paiN Gaming,3,dyNquedo,Mid,Brazil
2024 Season World Championship/Main Event,paiN Gaming,4,TitaN,Bot,Brazil
2024 Season World Championship/Main Event,paiN Gaming,5,Kuri,Support,South Korea
2024 Season World Championship/Main Event,paiN Gaming,6,Sarkis,Coach,Brazil
2024 Season World Championship/Main Event,paiN Gaming,7,Xero,Coach,South Korea
2024 Season World Championship/Main Event,PSG Talon,1,Azhi,Top,Taiwan
2024 Season World Championship/Main Event,PSG Talon,2,JunJia,Jungle,Taiwan
2024 Season World Championship/Main Event,PSG Talon,3,Maple (Huang Yi-Tang),Mid,Taiwan
2024 Season World Championship/Main Event,PSG Talon,4,Betty,Bot,Taiwan
2024 Season World Championship/Main Event,PSG Talon,5,Woody,Support,Taiwan
2024 Season World Championship/Main Event,PSG Talon,6,CorGi,Coach,Taiwan
2024 Season World Championship/Main Event,PSG Talon,7,Zero (Chung Chen-Hua),Coach,Taiwan
2024 Season World Championship/Main Event,T1,1,Zeus,Top,South Korea
2024 Season World Championship/Main Event,T1,2,Oner,Jungle,South Korea
2024 Season World Championship/Main Event,T1,3,Faker,Mid,South Korea
2024 Season World Championship/Main Event,T1,4,Gumayusi,Bot,South Korea
2024 Season World Championship/Main Event,T1,5,Keria,Support,South Korea
2024 Season World Championship/Main Event,T1,6,kkOma,Coach,South Korea
2024 Season World Championship/Main Event,T1,7,Tom (Im Jae-hyeon),Coach,South Korea
2024 Season World Championship/Main Event,T1,8,Roach,Coach,South Korea
2024 Season World Championship/Main Event,Team Liquid,1,Impact,Top,South Korea
2024 Season World Championship/Main Event,Team Liquid,2,UmTi,Jungle,South Korea
2024 Season World Championship/Main Event,Team Liquid,3,APA (Eain Stearns),Mid,United States
2024 Season World Championship/Main Event,Team Liquid,4,Yeon (Sean Sung),Bot,United States
2024 Season World Championship/Main Event,Team Liquid,5,CoreJJ,Support,South Korea
2024 Season World Championship/Main Event,Team Liquid,6,Spawn (Jake Tiberi),Coach,Australia
2024 Season World Championship/Main Event,Team Liquid,7,Reignover,Coach,South Korea
2024 Season World Championship/Main Event,Top Esports,1,369,Top,China
2024 Season World Championship/Main Event,Top Esports,2,Tian,Jungle,China
2024 Season World Championship/Main Event,Top Esports,3,Creme,Mid,China
2024 Season World Championship/Main Event,Top Esports,4,JackeyLove,Bot,China
2024 Season World Championship/Main Event,Top Esports,5,Meiko,Support,China
2024 Season World Championship/Main Event,Top Esports,6,Maokai (Yang Ji-Song),Coach,China
2024 Season World Championship/Main Event,Top Esports,7,Despa1r,Coach,China
2024 Season World Championship/Main Event,Weibo Gaming,1,Breathe,Top,China
2024 Season World Championship/Main Event,Weibo Gaming,2,Tarzan (Lee Seung-yong),Jungle,South Korea
2024 Season World Championship/Main Event,Weibo Gaming,3,Xiaohu,Mid,China
2024 Season World Championship/Main Event,Weibo Gaming,4,Light (Wang Guang-Yu),Bot,China
2024 Season World Championship/Main Event,Weibo Gaming,5,Crisp,Support,China
2024 Season World Championship/Main Event,Weibo Gaming,6,Daeny,Coach,South Korea
2024 Season World Championship/Main Event,Weibo Gaming,7,Tselin,Coach,China
2024 Season World Championship/Play-In,100 Thieves,1,Sniper,Top,Canada
2024 Season World Championship/Play-In,100 Thieves,2,River (Kim Dong-woo),Jungle,South Korea
2024 Season World Championship/Play-In,100 Thieves,3,Quid,Mid,South Korea
2024 Season World Championship/Play-In,100 Thieves,4,Tomo,Bot,United States
2024 Season World Championship/Play-In,100 Thieves,5,Eyla,Support,Australia
2024 Season World Championship/Play-In,100 Thieves,6,Goldenglue,Coach,United States
2024 Season World Championship/Play-In,100 Thieves,7,Spookz,Coach,Australia
2024 Season World Championship/Play-In,Fukuoka SoftBank HAWKS gaming,1,Evi,Top,Japan
2024 Season World Championship/Play-In,Fukuoka SoftBank HAWKS gaming,2,Forest (Lee Hyeon-seo),Jungle,South Korea
2024 Season World Championship/Play-In,Fukuoka SoftBank HAWKS gaming,3,DasheR,Mid,South Korea
2024 Season World Championship/Play-In,Fukuoka SoftBank HAWKS gaming,4,Marble,Bot,Japan
2024 Season World Championship/Play-In,Fukuoka SoftBank HAWKS gaming,5,Vsta,Support,South Korea
2024 Season World Championship/Play-In,Fukuoka SoftBank HAWKS gaming,6,VicaL,Coach,South Korea
2024 Season World Championship/Play-In,Fukuoka SoftBank HAWKS gaming,7,Tussle,Coach,South Korea
2024 Season World Championship/Play-In,GAM Esports,1,Kiaya,Top,Vietnam
2024 Season World Championship/Play-In,GAM Esports,2,Levi,Jungle,Vietnam
2024 Season World Championship/Play-In,GAM Esports,3,Emo,Mid,Vietnam
2024 Season World Championship/Play-In,GAM Esports,4,EasyLove,Bot,Vietnam
2024 Season World Championship/Play-In,GAM Esports,5,Elio,Support,Vietnam
2024 Season World Championship/Play-In,GAM Esports,6,Archie (Trần Minh Nhựt),Coach,Vietnam
2024 Season World Championship/Play-In,GAM Esports,7,Hype (Trần Hữu Toàn),Coach,Vietnam
2024 Season World Championship/Play-In,MAD Lions KOI,1,Myrwn,Top,Spain
2024 Season World Championship/Play-In,MAD Lions KOI,2,Elyoya,Jungle,Spain
2024 Season World Championship/Play-In,MAD Lions KOI,3,Fresskowy,Mid,Poland
2024 Season World Championship/Play-In,MAD Lions KOI,4,Supa,Bot,Spain
2024 Season World Championship/Play-In,MAD Lions KOI,5,Alvaro (Álvaro Fernández),Support,Spain
2024 Season World Championship/Play-In,MAD Lions KOI,6,Melzhet,Coach,Spain
2024 Season World Championship/Play-In,MAD Lions KOI,7,Zeph,Coach,France
2024 Season World Championship/Play-In,Movistar R7,1,Summit,Top,South Korea
2024 Season World Championship/Play-In,Movistar R7,2,Oddie,Jungle,Peru
2024 Season World Championship/Play-In,Movistar R7,3,Keine,Mid,South Korea
2024 Season World Championship/Play-In,Movistar R7,4,Ceo,Bot,Argentina
2024 Season World Championship/Play-In,Movistar R7,5,Lyonz,Support,Argentina
2024 Season World Championship/Play-In,Movistar R7,6,Khynm,Coach,Argentina
2024 Season World Championship/Play-In,Movistar R7,7,Pointless,Coach,Argentina
2024 Season World Championship/Play-In,paiN Gaming,1,Wizer,Top,South Korea
2024 Season World Championship/Play-In,paiN Gaming,2,CarioK,Jungle,Brazil
2024 Season World Championship/Play-In,paiN Gaming,3,dyNquedo,Mid,Brazil
2024 Season World Championship/Play-In,paiN Gaming,4,TitaN,Bot,Brazil
2024 Season World Championship/Play-In,paiN Gaming,5,Kuri,Support,South Korea
2024 Season World Championship/Play-In,paiN Gaming,6,Sarkis,Coach,Brazil
2024 Season World Championship/Play-In,paiN Gaming,7,Xero,Coach,South Korea
2024 Season World Championship/Play-In,PSG Talon,1,Azhi,Top,Taiwan
2024 Season World Championship/Play-In,PSG Talon,2,JunJia,Jungle,Taiwan
2024 Season World Championship/Play-In,PSG Talon,3,Maple (Huang Yi-Tang),Mid,Taiwan
2024 Season World Championship/Play-In,PSG Talon,4,Betty,Bot,Taiwan
2024 Season World Championship/Play-In,PSG Talon,5,Woody,Support,Taiwan
2024 Season World Championship/Play-In,PSG Talon,6,CorGi,Coach,Taiwan
2024 Season World Championship/Play-In,PSG Talon,7,Zero (Chung Chen-Hua),Coach,Taiwan
2024 Season World Championship/Play-In,Vikings Esports (2023 Vietnamese Team),1,Nanaue (Phùng Đức Tài),Top,Vietnam
2024 Season World Championship/Play-In,Vikings Esports (2023 Vietnamese Team),2,Gury,Jungle,Vietnam
2024 Season World Championship/Play-In,Vikings Esports (2023 Vietnamese Team),3,Kati,Mid,Vietnam
2024 Season World Championship/Play-In,Vikings Esports (2023 Vietnamese Team),4,Shogun (Nguyễn Văn Huy),Bot,Vietnam
2024 Season World Championship/Play-In,Vikings Esports (2023 Vietnamese Team),5,Bie,Support,Vietnam
2024 Season World Championship/Play-In,Vikings Esports (2023 Vietnamese Team),6,SofM,Coach,Vietnam
2024 Season World Championship/Play-In,Vikings Esports (2023 Vietnamese Team),7,Hankay,Coach,Vietnam
2025 Season World Championship/Main Event,100 Thieves,1,Dhokla,Top,United States
2025 Season World Championship/Main Event,100 Thieves,2,River (Kim Dong-woo),Jungle,South Korea
2025 Season World Championship/Main Event,100 Thieves,3,Quid,Mid,South Korea
2025 Season World Championship/Main Event,100 Thieves,4,FBI,Bot,Australia
2025 Season World Championship/Main Event,100 Thieves,5,Eyla,Support,Australia
2025 Season World Championship/Main Event,100 Thieves,6,Goldenglue,Coach,United States
2025 Season World Championship/Main Event,100 Thieves,7,Spookz,Coach,Australia
2025 Season World Championship/Main Event,Anyone's Legend,1,Flandre,Top,China
2025 Season World Championship/Main Event,Anyone's Legend,2,Tarzan (Lee Seung-yong),Jungle,South Korea
2025 Season World Championship/Main Event,Anyone's Legend,3,Shanks,Mid,China
2025 Season World Championship/Main Event,Anyone's Legend,4,Hope (Wang Jie),Bot,China
2025 Season World Championship/Main Event,Anyone's Legend,5,Kael (Kim Jin-hong),Support,South Korea
2025 Season World Championship/Main Event,Anyone's Legend,6,Tabe,Coach,Hong Kong
2025 Season World Championship/Main Event,Anyone's Legend,7,Xiaobai,Coach,China
2025 Season World Championship/Main Event,Bilibili Gaming,1,Bin (Chen Ze-Bin),Top,China
2025 Season World Championship/Main Event,Bilibili Gaming,2,Beichuan,Jungle,China
2025 Season World Championship/Main Event,Bilibili Gaming,3,Shad0w,Jungle,Italy
2025 Season World Championship/Main Event,Bilibili Gaming,4,Knight (Zhuo Ding),Mid,China
2025 Season World Championship/Main Event,Bilibili Gaming,5,Elk,Bot,China
2025 Season World Championship/Main Event,Bilibili Gaming,6,ON,Support,China
2025 Season World Championship/Main Event,Bilibili Gaming,7,BigWei,Coach,Taiwan
2025 Season World Championship/Main Event,Bilibili Gaming,8,Easyhoon,Coach,South Korea
2025 Season World Championship/Main Event,CTBC Flying Oyster,1,Driver,Top,Taiwan
2025 Season World Championship/Main Event,CTBC Flying Oyster,2,Rest,Top,Taiwan
2025 Season World Championship/Main Event,CTBC Flying Oyster,3,JunJia,Jungle,Taiwan
2025 Season World Championship/Main Event,CTBC Flying Oyster,4,HongQ,Mid,Taiwan
2025 Season World Championship/Main Event,CTBC Flying Oyster,5,Doggo,Bot,Taiwan
2025 Season World Championship/Main Event,CTBC Flying Oyster,6,Kaiwing,Support,Hong Kong
2025 Season World Championship/Main Event,CTBC Flying Oyster,7,Chawy,Coach,Singapore
2025 Season World Championship/Main Event,CTBC Flying Oyster,8,Wulala,Coach,Taiwan
2025 Season World Championship/Main Event,FlyQuest,1,Bwipo,Top,Belgium
2025 Season World Championship/Main Event,FlyQuest,2,Inspired,Jungle,Poland
2025 Season World Championship/Main Event,FlyQuest,3,Quad,Mid,South Korea
2025 Season World Championship/Main Event,FlyQuest,4,Massu,Bot,Canada
2025 Season World Championship/Main Event,FlyQuest,5,Busio,Support,United States
2025 Season World Championship/Main Event,FlyQuest,6,Nukeduck,Coach,Norway
2025 Season World Championship/Main Event,FlyQuest,7,Mithy,Coach,Spain
2025 Season World Championship/Main Event,Fnatic,1,Oscarinin,Top,Spain
2025 Season World Championship/Main Event,Fnatic,2,Razork,Jungle,Spain
2025 Season World Championship/Main Event,Fnatic,3,Poby,Mid,South Korea
2025 Season World Championship/Main Event,Fnatic,4,Upset,Bot,Germany
2025 Season World Championship/Main Event,Fnatic,5,Mikyx,Support,Slovenia
2025 Season World Championship/Main Event,Fnatic,6,GrabbZ,Coach,Germany
2025 Season World Championship/Main Event,Fnatic,7,Gaax,Coach,Spain
2025 Season World Championship/Main Event,G2 Esports,1,BrokenBlade,Top,Germany
2025 Season World Championship/Main Event,G2 Esports,2,SkewMond,Jungle,France
2025 Season World Championship/Main Event,G2 Esports,3,Caps,Mid,Denmark
2025 Season World Championship/Main Event,G2 Esports,4,Hans Sama,Bot,France
2025 Season World Championship/Main Event,G2 Esports,5,Labrov,Support,Greece
2025 Season World Championship/Main Event,G2 Esports,6,Dylan Falco,Coach,Canada
2025 Season World Championship/Main Event,G2 Esports,7,Memento,Coach,Sweden
2025 Season World Championship/Main Event,G2 Esports,8,Rodrigo,Coach,Portugal
2025 Season World Championship/Main Event,Gen.G,1,Kiin,Top,South Korea
2025 Season World Championship/Main Event,Gen.G,2,Canyon,Jungle,South Korea
2025 Season World Championship/Main Event,Gen.G,3,Chovy,Mid,South Korea
2025 Season World Championship/Main Event,Gen.G,4,Ruler,Bot,South Korea
2025 Season World Championship/Main Event,Gen.G,5,Duro,Support,South Korea
2025 Season World Championship/Main Event,Gen.G,6,KIM (Kim Jeong-soo),Coach,South Korea
