OverviewPage,Team1,Team2,WinTeam,LossTeam,DateTime UTC,GameId,MatchId,N GameInMatch,Gamename,Team1Score,Team2Score,Winner,Gamelength,Gamelength Number,Team1Bans,Team2Bans,Team1Picks,Team2Picks,Team1Clouds,Team1Infernals,Team1Mountains,Team1Oceans,Team1Hextechs,Team1Chemtechs,Team1Elders,Team2Clouds,Team2Infernals,Team2Mountains,Team2Oceans,Team2Hextechs,Team2Chemtechs,Team2Elders,DateTime UTC__precision
2014 Season World Championship,Star Horn Royal Club,Oh My God,Oh My God,Star Horn Royal Club,2014-10-12 08:08:00,2014 Season World Championship_Semifinals_2_1,2014 Season World Championship_Semifinals_2,1,Game 1,0,1,2,29:22,29.366666666667,"Alistar,Maokai,Janna","Rengar,Lee Sin,Ryze","Irelia,Jarvan IV,Orianna,Tristana,Zilean","Rumble,Kha'Zix,Jayce,Lucian,Thresh",,,,,,,,,,,,,,,0
2014 Season World Championship,Star Horn Royal Club,Oh My God,Star Horn Royal Club,Oh My God,2014-10-12 10:10:00,2014 Season World Championship_Semifinals_2_3,2014 Season World Championship_Semifinals_2,3,Game 3,2,1,1,43:00,43,"Alistar,Jayce,Zilean","Rengar,Lee Sin,Ryze","Maokai,Fiddlesticks,Orianna,Twitch,Janna","Nidalee,Kha'Zix,Twisted Fate,Lucian,Thresh",,,,,,,,,,,,,,,0
2014 Season World Championship,Star Horn Royal Club,Oh My God,Star Horn Royal Club,Oh My God,2014-10-12 12:15:00,2014 Season World Championship_Semifinals_2_5,2014 Season World Championship_Semifinals_2,5,Game 5,3,2,1,33:33,33.55,"Alistar,Jayce,Twisted Fate","Rengar,Lee Sin,Twitch","Maokai,Pantheon,Ryze,Lucian,Thresh","Rumble,Kha'Zix,Orianna,Corki,Janna",,,,,,,,,,,,,,,0
2014 Season World Championship,Star Horn Royal Club,Samsung White,Samsung White,Star Horn Royal Club,2014-10-19 07:01:00,2014 Season World Championship_Finals_1_1,2014 Season World Championship_Finals_1,1,Game 1,0,1,2,24:32,24.533333333333,"Alistar,Zilean,Rumble","Rengar,Lee Sin,Lucian","Ryze,Kha'Zix,Orianna,Tristana,Janna","Maokai,Jarvan IV,Jayce,Twitch,Thresh",,,,,,,,,,,,,,,0
2014 Season World Championship,Star Horn Royal Club,Samsung White,Star Horn Royal Club,Samsung White,2014-10-19 08:39:00,2014 Season World Championship_Finals_1_3,2014 Season World Championship_Finals_1,3,Game 3,1,2,1,38:33,38.55,"Alistar,Jayce,Zilean","Rengar,Lee Sin,Lucian","Maokai,Rammus,Ryze,Tristana,Braum","Singed,Jarvan IV,Fizz,Twitch,Thresh",,,,,,,,,,,,,,,0
2014 Season World Championship,Star Horn Royal Club,SK Gaming,Star Horn Royal Club,SK Gaming,2014-09-19 11:17:00,2014 Season World Championship_Day 2_3_1,2014 Season World Championship_Day 2_3,1,Game 1,1,0,1,33:06,33.1,"Nidalee,Aatrox,Maokai","Rengar,Alistar,Zed","Ryze,Lee Sin,Yasuo,Tristana,Janna","Dr. Mundo,Kha'Zix,Syndra,Twitch,Zilean",,,,,,,,,,,,,,,0
2014 Season World Championship,Star Horn Royal Club,Taipei Assassins,Star Horn Royal Club,Taipei Assassins,2014-09-21 11:23:00,2014 Season World Championship_Day 4_3_1,2014 Season World Championship_Day 4_3,1,Game 1,1,0,1,28:52,28.866666666667,"Maokai,Nidalee,Alistar","Rengar,Zilean,Yasuo","Ryze,Lee Sin,Orianna,Lucian,Nami","Dr. Mundo,Kha'Zix,Fizz,Tristana,Janna",,,,,,,,,,,,,,,0
2014 Season World Championship,Star Horn Royal Club,TSM,Star Horn Royal Club,TSM,2014-09-18 14:50:00,2014 Season World Championship_Day 1_6_1,2014 Season World Championship_Day 1_6,1,Game 1,1,0,1,30:33,30.55,"Maokai,Nidalee,Alistar","Fizz,Lee Sin,Lucian","Irelia,Rengar,Zilean,Tristana,Janna","Ryze,Elise,Zed,Corki,Nami",,,,,,,,,,,,,,,0
2014 Season World Championship,Taipei Assassins,SK Gaming,Taipei Assassins,SK Gaming,2014-09-19 09:00:00,2014 Season World Championship_Day 2_1_1,2014 Season World Championship_Day 2_1,1,Game 1,1,0,1,43:57,43.95,"Nidalee,Aatrox,Maokai","Zilean,Alistar,Lee Sin","Ryze,Kha'Zix,Syndra,Lucian,Janna","Dr. Mundo,Jarvan IV,Ahri,Tristana,Sona",,,,,,,,,,,,,,,0
2014 Season World Championship,Taipei Assassins,Star Horn Royal Club,Star Horn Royal Club,Taipei Assassins,2014-09-18 12:33:00,2014 Season World Championship_Day 1_4_1,2014 Season World Championship_Day 1_4,1,Game 1,0,1,2,56:34,56.566666666667,"Fizz,Rengar,Maokai","Alistar,Nidalee,Zilean","Dr. Mundo,Lee Sin,Syndra,Lucian,Janna","Ryze,Kha'Zix,Orianna,Caitlyn,Nami",,,,,,,,,,,,,,,0
2014 Season World Championship,Taipei Assassins,TSM,TSM,Taipei Assassins,2014-09-20 11:49:00,2014 Season World Championship_Day 3_4_1,2014 Season World Championship_Day 3_4,1,Game 1,0,1,2,27:01,27.016666666667,"Nami,Janna,Rumble","Alistar,Zilean,Lucian","Maokai,Kha'Zix,Yasuo,Twitch,Thresh","Lulu,Lee Sin,Orianna,Tristana,Braum",,,,,,,,,,,,,,,0
2014 Season World Championship,TSM,Samsung White,Samsung White,TSM,2014-10-03 08:52:00,2014 Season World Championship_Quarterfinals_1_2,2014 Season World Championship_Quarterfinals_1,2,Game 2,0,2,2,28:51,28.85,"Zilean,Rumble,Thresh","Orianna,Alistar,Lee Sin","Maokai,Jarvan IV,Zed,Corki,Nami","Singed,Kha'Zix,Fizz,Twitch,Janna",,,,,,,,,,,,,,,0
2014 Season World Championship,TSM,Samsung White,Samsung White,TSM,2014-10-03 10:34:00,2014 Season World Championship_Quarterfinals_1_4,2014 Season World Championship_Quarterfinals_1,4,Game 4,1,3,2,40:03,40.05,"Zilean,Rumble,Ryze","Orianna,Alistar,Maokai","Dr. Mundo,Kha'Zix,Ahri,Lucian,Thresh","Kayle,Lee Sin,Yasuo,Twitch,Braum",,,,,,,,,,,,,,,0
2014 Season World Championship,TSM,SK Gaming,TSM,SK Gaming,2014-09-18 10:38:00,2014 Season World Championship_Day 1_2_1,2014 Season World Championship_Day 1_2,1,Game 1,1,0,1,23:45,23.75,"Nidalee,Kayle,Aatrox","Lulu,Zed,Syndra","Alistar,Lee Sin,Yasuo,Tristana,Nami","Dr. Mundo,Kha'Zix,Orianna,Lucian,Sona",,,,,,,,,,,,,,,0
2014 Season World Championship,TSM,Star Horn Royal Club,TSM,Star Horn Royal Club,2014-09-21 08:58:00,2014 Season World Championship_Day 4_1_1,2014 Season World Championship_Day 4_1,1,Game 1,1,0,1,46:47,46.783333333333,"Rengar,Zilean,Lucian","Maokai,Elise,Alistar","Rumble,Lee Sin,Orianna,Tristana,Nami","Ryze,Kha'Zix,Fizz,Caitlyn,Janna",,,,,,,,,,,,,,,0
2014 Season World Championship,TSM,Taipei Assassins,TSM,Taipei Assassins,2014-09-19 13:15:00,2014 Season World Championship_Day 2_5_1,2014 Season World Championship_Day 2_5,1,Game 1,1,0,1,40:56,40.933333333333,"Nidalee,Zilean,Syndra","Zed,Maokai,Alistar","Rumble,Lee Sin,Xerath,Kog'Maw,Janna","Lulu,Rengar,Orianna,Tristana,Leona",,,,,,,,,,,,,,,0
2015 Season World Championship,ahq eSports Club,Cloud9,ahq eSports Club,Cloud9,2015-10-11 09:58:00,2015 Season World Championship_Day 8_3_1,2015 Season World Championship_Day 8_3,1,Game 1,1,0,1,28:16,28.266666666667,"Azir,Veigar,Tahm Kench","Gangplank,Mordekaiser,Fizz","Gnar,Elise,Twisted Fate,Jinx,Thresh","Darius,Lee Sin,Lulu,Tristana,Braum",,,,,,,,,,,,,,,0
2015 Season World Championship,ahq eSports Club,Fnatic,ahq eSports Club,Fnatic,2015-10-03 17:33:00,2015 Season World Championship_Day 3_6_1,2015 Season World Championship_Day 3_6,1,Game 1,1,0,1,40:53,40.883333333333,"Azir,Lulu,LeBlanc","Gangplank,Rek'Sai,Mordekaiser","Gnar,Elise,Fizz,Jinx,Tahm Kench","Darius,Olaf,Orianna,Sivir,Annie",,,,,,,,,,,,,,,0
2015 Season World Championship,ahq eSports Club,Invictus Gaming,ahq eSports Club,Invictus Gaming,2015-10-11 07:51:00,2015 Season World Championship_Day 8_1_1,2015 Season World Championship_Day 8_1,1,Game 1,1,0,1,34:42,34.7,"Azir,Viktor,Yasuo","Gangplank,Mordekaiser,Tahm Kench","Darius,Elise,Fizz,Kalista,Thresh","Olaf,Hecarim,Lulu,Jinx,Janna",,,,,,,,,,,,,,,0
2015 Season World Championship,ahq eSports Club,SK Telecom T1,SK Telecom T1,ahq eSports Club,2015-10-16 17:05:00,2015 Season World Championship_Quarterfinals_2_2,2015 Season World Championship_Quarterfinals_2,2,Game 2,0,2,2,27:27,27.45,"Azir,Lulu,Rek'Sai","Mordekaiser,Gangplank,Jinx","Darius,Elise,Twisted Fate,Tristana,Thresh","Renekton,Gragas,Ryze,Kalista,Tahm Kench",,,,,,,,,,,,,,,0
2015 Season World Championship,Bangkok Titans,EDward Gaming,EDward Gaming,Bangkok Titans,2015-10-09 13:50:00,2015 Season World Championship_Day 6_3_1,2015 Season World Championship_Day 6_3,1,Game 1,0,1,2,36:44,36.733333333333,"Kalista,Twisted Fate,Rek'Sai","Mordekaiser,Gangplank,Elise","Darius,Rengar,Lulu,Jinx,Thresh","Ekko,Gragas,Yasuo,Lucian,Braum",,,,,,,,,,,,,,,0
2015 Season World Championship,Bangkok Titans,H2k-Gaming,H2k-Gaming,Bangkok Titans,2015-10-09 12:48:00,2015 Season World Championship_Day 6_2_1,2015 Season World Championship_Day 6_2,1,Game 1,0,1,2,25:25,25.416666666667,"Rek'Sai,Thresh,Tahm Kench","Gangplank,Mordekaiser,Elise","Lulu,Gragas,Yasuo,Tristana,Alistar","Darius,Lee Sin,Lissandra,Kalista,Annie",,,,,,,,,,,,,,,0
2015 Season World Championship,Bangkok Titans,SK Telecom T1,SK Telecom T1,Bangkok Titans,2015-10-02 16:32:00,2015 Season World Championship_Day 2_3_1,2015 Season World Championship_Day 2_3,1,Game 1,0,1,2,28:03,28.05,"Fiora,Gangplank,Darius","Lulu,Mordekaiser,Gragas","Maokai,Rek'Sai,Irelia,Kalista,Braum","Rumble,Elise,Olaf,Vayne,Alistar",,,,,,,,,,,,,,,0
2015 Season World Championship,Cloud9,ahq eSports Club,ahq eSports Club,Cloud9,2015-10-11 14:12:00,2015 Season World Championship_Day 8_7_1,2015 Season World Championship_Day 8_7,1,Game 1,0,1,2,33:09,33.15,"Tahm Kench,Elise,Fizz","Azir,Gangplank,Mordekaiser","Malphite,Lee Sin,Yasuo,Twitch,Morgana","Darius,Nidalee,Twisted Fate,Jinx,Kennen",,,,,,,,,,,,,,,0
2015 Season World Championship,Cloud9,ahq eSports Club,Cloud9,ahq eSports Club,2015-10-01 15:24:00,2015 Season World Championship_Day 1_2_1,2015 Season World Championship_Day 1_2,1,Game 1,1,0,1,23:58,23.966666666667,"Ryze,Rek'Sai,Elise","Mordekaiser,Azir,Lulu","Gangplank,Lee Sin,Veigar,Tristana,Morgana","Darius,Rengar,Fizz,Kalista,Braum",,,,,,,,,,,,,,,0
2015 Season World Championship,Cloud9,Fnatic,Cloud9,Fnatic,2015-10-04 15:27:00,2015 Season World Championship_Day 4_4_1,2015 Season World Championship_Day 4_4,1,Game 1,1,0,1,40:40,40.666666666667,"Elise,Olaf,Lulu","Gangplank,Mordekaiser,Veigar","Darius,Lee Sin,Azir,Tristana,Morgana","Yasuo,Gragas,Orianna,Sivir,Alistar",,,,,,,,,,,,,,,0
2015 Season World Championship,Cloud9,Invictus Gaming,Invictus Gaming,Cloud9,2015-10-11 11:32:00,2015 Season World Championship_Day 8_5_1,2015 Season World Championship_Day 8_5,1,Game 1,0,1,2,46:46,46.766666666667,"Jinx,Lee Sin,Lulu","Gangplank,Mordekaiser,Azir","Darius,Elise,Veigar,Tristana,Morgana","Gnar,Nidalee,Lissandra,Kalista,Kennen",,,,,,,,,,,,,,,0
2015 Season World Championship,Counter Logic Gaming,Flash Wolves,Counter Logic Gaming,Flash Wolves,2015-10-01 18:07:00,2015 Season World Championship_Day 1_5_1,2015 Season World Championship_Day 1_5,1,Game 1,1,0,1,41:55,41.916666666667,"Malphite,Thresh,Kalista","Mordekaiser,Gangplank,Veigar","Darius,Elise,Lulu,Jinx,Alistar","Gnar,Rek'Sai,Ekko,Tristana,Braum",,,,,,,,,,,,,,,0
2015 Season World Championship,Counter Logic Gaming,KOO Tigers,KOO Tigers,Counter Logic Gaming,2015-10-08 11:49:00,2015 Season World Championship_Day 5_1_1,2015 Season World Championship_Day 5_1,1,Game 1,0,1,2,23:49,23.816666666667,"Ashe,Kennen,Kalista","Mordekaiser,Gangplank,Lulu","Fiora,Ekko,Veigar,Tristana,Braum","Darius,Elise,Azir,Jinx,Tahm Kench",,,,,,,,,,,,,,,0
2015 Season World Championship,Counter Logic Gaming,paiN Gaming,Counter Logic Gaming,paiN Gaming,2015-10-02 19:31:00,2015 Season World Championship_Day 2_6_1,2015 Season World Championship_Day 2_6,1,Game 1,1,0,1,30:41,30.683333333333,"Malphite,Darius,Twisted Fate","Gangplank,Elise,Mordekaiser","Olaf,Lee Sin,Lulu,Tristana,Braum","Gnar,Rek'Sai,Orianna,Kalista,Annie",,,,,,,,,,,,,,,0
2015 Season World Championship,EDward Gaming,Bangkok Titans,EDward Gaming,Bangkok Titans,2015-10-01 17:17:00,2015 Season World Championship_Day 1_4_1,2015 Season World Championship_Day 1_4,1,Game 1,1,0,1,20:21,20.35,"Yasuo,Elise,Lulu","Twisted Fate,Kalista,Mordekaiser","Darius,Skarner,Gangplank,Jinx,Thresh","Maokai,Rek'Sai,Zed,Vayne,Braum",,,,,,,,,,,,,,,0
2015 Season World Championship,EDward Gaming,Fnatic,Fnatic,EDward Gaming,2015-10-17 15:35:00,2015 Season World Championship_Quarterfinals_3_2,2015 Season World Championship_Quarterfinals_3,2,Game 2,0,2,2,29:13,29.216666666667,"Kennen,Elise,Mordekaiser","Lulu,Kalista,Gangplank","Fiora,Rek'Sai,Veigar,Caitlyn,Morgana","Riven,Gragas,LeBlanc,Jinx,Tahm Kench",,,,,,,,,,,,,,,0
2015 Season World Championship,EDward Gaming,H2k-Gaming,EDward Gaming,H2k-Gaming,2015-10-09 16:09:00,2015 Season World Championship_Day 6_5_1,2015 Season World Championship_Day 6_5,1,Game 1,1,0,1,33:37,33.616666666667,"Thresh,Darius,Twisted Fate","Gangplank,Mordekaiser,Rek'Sai","Malphite,Gragas,Lulu,Jinx,Tahm Kench","Fiora,Elise,Orianna,Kalista,Annie",,,,,,,,,,,,,,,0
2015 Season World Championship,EDward Gaming,SK Telecom T1,SK Telecom T1,EDward Gaming,2015-10-03 11:51:00,2015 Season World Championship_Day 3_1_1,2015 Season World Championship_Day 3_1,1,Game 1,0,1,2,35:09,35.15,"Alistar,Azir,Elise","Gangplank,Lulu,Mordekaiser","Darius,Jarvan IV,Ekko,Kalista,Annie","Renekton,Rek'Sai,Ryze,Sivir,Braum",,,,,,,,,,,,,,,0
2015 Season World Championship,Flash Wolves,Counter Logic Gaming,Flash Wolves,Counter Logic Gaming,2015-10-08 15:01:00,2015 Season World Championship_Day 5_4_1,2015 Season World Championship_Day 5_4,1,Game 1,1,0,1,37:05,37.083333333333,"Azir,Elise,Lulu","Gangplank,Mordekaiser,Darius","Malphite,Rek'Sai,LeBlanc,Jinx,Morgana","Ekko,Lee Sin,Viktor,Tristana,Alistar",,,,,,,,,,,,,,,0
2015 Season World Championship,Flash Wolves,KOO Tigers,Flash Wolves,KOO Tigers,2015-10-02 18:30:00,2015 Season World Championship_Day 2_5_1,2015 Season World Championship_Day 2_5,1,Game 1,1,0,1,38:05,38.083333333333,"Ashe,Elise,Kalista","Mordekaiser,Rek'Sai,Gragas","Darius,Nidalee,Gangplank,Varus,Morgana","Gnar,Lee Sin,Lulu,Jinx,Alistar",,,,,,,,,,,,,,,0
2015 Season World Championship,Flash Wolves,Origen,Flash Wolves,Origen,2015-10-15 18:20:00,2015 Season World Championship_Quarterfinals_1_3,2015 Season World Championship_Quarterfinals_1,3,Game 3,1,2,1,40:49,40.816666666667,"Twisted Fate,Kalista,Elise","Mordekaiser,Gangplank,Lulu","Gnar,Rek'Sai,Viktor,Caitlyn,Morgana","Darius,Gragas,Orianna,Jinx,Tahm Kench",,,,,,,,,,,,,,,0
2015 Season World Championship,Flash Wolves,Origen,Origen,Flash Wolves,2015-10-15 15:43:00,2015 Season World Championship_Quarterfinals_1_1,2015 Season World Championship_Quarterfinals_1,1,Game 1,0,1,2,44:42,44.7,"Twisted Fate,Kalista,Elise","Mordekaiser,Gangplank,Lulu","Gnar,Rek'Sai,LeBlanc,Jinx,Morgana","Darius,Gragas,Anivia,Sivir,Alistar",,,,,,,,,,,,,,,0
2015 Season World Championship,Flash Wolves,paiN Gaming,Flash Wolves,paiN Gaming,2015-10-08 12:46:00,2015 Season World Championship_Day 5_2_1,2015 Season World Championship_Day 5_2,1,Game 1,1,0,1,52:08,52.133333333333,"Twisted Fate,Azir,Kalista","Nidalee,Gangplank,Mordekaiser","Lulu,Lee Sin,Yasuo,Jinx,Annie","Gnar,Rek'Sai,Orianna,Tristana,Braum",,,,,,,,,,,,,,,0
2015 Season World Championship,Fnatic,ahq eSports Club,Fnatic,ahq eSports Club,2015-10-11 12:47:00,2015 Season World Championship_Day 8_6_1,2015 Season World Championship_Day 8_6,1,Game 1,1,0,1,49:26,49.433333333333,"Fizz,Rek'Sai,Diana","Azir,Gangplank,Mordekaiser","Ekko,Elise,LeBlanc,Sivir,Shen","Kennen,Gragas,Zed,Jinx,Tahm Kench",,,,,,,,,,,,,,,0
2015 Season World Championship,Fnatic,Cloud9,Fnatic,Cloud9,2015-10-11 08:55:00,2015 Season World Championship_Day 8_2_1,2015 Season World Championship_Day 8_2,1,Game 1,1,0,1,22:03,22.05,"Veigar,Tahm Kench,Azir","Gangplank,Mordekaiser,Lulu","Gnar,Elise,Viktor,Kennen,Shen","Darius,Lee Sin,Orianna,Jinx,Morgana",,,,,,,,,,,,,,,0
2015 Season World Championship,Fnatic,EDward Gaming,Fnatic,EDward Gaming,2015-10-17 12:42:00,2015 Season World Championship_Quarterfinals_3_1,2015 Season World Championship_Quarterfinals_3,1,Game 1,1,0,1,38:28,38.466666666667,"Kalista,Lulu,Tahm Kench","Mordekaiser,Gangplank,Elise","Jarvan IV,Rek'Sai,Viktor,Kennen,Alistar","Fiora,Gragas,Twisted Fate,Jayce,Thresh",,,,,,,,,,,,,,,0
2015 Season World Championship,Fnatic,EDward Gaming,Fnatic,EDward Gaming,2015-10-17 16:23:00,2015 Season World Championship_Quarterfinals_3_3,2015 Season World Championship_Quarterfinals_3,3,Game 3,3,0,1,35:06,35.1,"Kalista,Lulu,Tahm Kench","Mordekaiser,Gangplank,Elise","Riven,Rek'Sai,Azir,Jinx,Alistar","Darius,Gragas,Kassadin,Sivir,Kennen",,,,,,,,,,,,,,,0
2015 Season World Championship,Fnatic,Invictus Gaming,Fnatic,Invictus Gaming,2015-10-01 13:27:00,2015 Season World Championship_Day 1_1_1,2015 Season World Championship_Day 1_1,1,Game 1,1,0,1,30:34,30.566666666667,"Darius,Braum,Vayne","Lulu,Mordekaiser,Gangplank","Hecarim,Elise,Azir,Sivir,Shen","Riven,Skarner,Viktor,Ashe,Thresh",,,,,,,,,,,,,,,0
2015 Season World Championship,Fnatic,KOO Tigers,KOO Tigers,Fnatic,2015-10-25 11:27:00,2015 Season World Championship_Semifinals_2_1,2015 Season World Championship_Semifinals_2,1,Game 1,0,1,2,43:24,43.4,"Tahm Kench,Shen,Lulu","Gangplank,Mordekaiser,Elise","Hecarim,Rek'Sai,LeBlanc,Kennen,Nautilus","Riven,Zac,Kassadin,Kalista,Alistar",,,,,,,,,,,,,,,0
2015 Season World Championship,Fnatic,KOO Tigers,KOO Tigers,Fnatic,2015-10-25 15:36:00,2015 Season World Championship_Semifinals_2_3,2015 Season World Championship_Semifinals_2,3,Game 3,0,3,2,30:35,30.583333333333,"Tahm Kench,Shen,Veigar","Gangplank,Mordekaiser,Elise","Riven,Rek'Sai,Orianna,Sivir,Thresh","Hecarim,Lee Sin,Lulu,Ashe,Alistar",,,,,,,,,,,,,,,0
2015 Season World Championship,H2k-Gaming,Bangkok Titans,H2k-Gaming,Bangkok Titans,2015-10-03 13:00:00,2015 Season World Championship_Day 3_2_1,2015 Season World Championship_Day 3_2,1,Game 1,1,0,1,33:51,33.85,"Rek'Sai,Yasuo,Darius","Lulu,Gangplank,Fiora","Riven,Elise,Ekko,Mordekaiser,Alistar","Gnar,Gragas,Twisted Fate,Vayne,Thresh",,,,,,,,,,,,,,,0
2015 Season World Championship,H2k-Gaming,EDward Gaming,EDward Gaming,H2k-Gaming,2015-10-02 17:30:00,2015 Season World Championship_Day 2_4_1,2015 Season World Championship_Day 2_4,1,Game 1,0,1,2,36:17,36.283333333333,"Twisted Fate,Elise,Mordekaiser","Gangplank,Lee Sin,Thresh","Fiora,Gragas,Lulu,Tristana,Braum","Darius,Rek'Sai,Kassadin,Kalista,Annie",,,,,,,,,,,,,,,0
2015 Season World Championship,H2k-Gaming,SK Telecom T1,SK Telecom T1,H2k-Gaming,2015-10-09 14:52:00,2015 Season World Championship_Day 6_4_1,2015 Season World Championship_Day 6_4,1,Game 1,0,1,2,29:53,29.883333333333,"Azir,Rek'Sai,Elise","Mordekaiser,Gangplank,Lulu","Renekton,Gragas,Twisted Fate,Jinx,Thresh","Darius,Evelynn,Karthus,Kalista,Alistar",,,,,,,,,,,,,,,0
2015 Season World Championship,Invictus Gaming,ahq eSports Club,Invictus Gaming,ahq eSports Club,2015-10-04 14:09:00,2015 Season World Championship_Day 4_3_1,2015 Season World Championship_Day 4_3,1,Game 1,1,0,1,42:02,42.033333333333,"Fizz,Tahm Kench,Twisted Fate","Gangplank,Azir,Mordekaiser","Shen,Elise,Viktor,Kalista,Kennen","Maokai,Rek'Sai,Ahri,Tristana,Thresh",,,,,,,,,,,,,,,0
2015 Season World Championship,Invictus Gaming,Cloud9,Cloud9,Invictus Gaming,2015-10-03 16:21:00,2015 Season World Championship_Day 3_5_1,2015 Season World Championship_Day 3_5,1,Game 1,0,1,2,37:20,37.333333333333,"Veigar,Morgana,Alistar","Gangplank,Lulu,Mordekaiser","Gnar,Gragas,Ekko,Sivir,Bard","Darius,Elise,Azir,Tristana,Braum",,,,,,,,,,,,,,,0
2015 Season World Championship,Invictus Gaming,Fnatic,Fnatic,Invictus Gaming,2015-10-11 10:42:00,2015 Season World Championship_Day 8_4_1,2015 Season World Championship_Day 8_4,1,Game 1,0,1,2,25:25,25.416666666667,"Azir,Tahm Kench,Shen","Mordekaiser,Gangplank,Elise","Olaf,Lee Sin,Yasuo,Kalista,Annie","Riven,Rek'Sai,Viktor,Kennen,Braum",,,,,,,,,,,,,,,0
2015 Season World Championship,KOO Tigers,Counter Logic Gaming,KOO Tigers,Counter Logic Gaming,2015-10-04 16:39:00,2015 Season World Championship_Day 4_5_1,2015 Season World Championship_Day 4_5,1,Game 1,1,0,1,29:20,29.333333333333,"Veigar,Darius,Lulu","Kalista,Gangplank,Mordekaiser","Kennen,Rek'Sai,Viktor,Ashe,Morgana","Olaf,Elise,Azir,Tristana,Blitzcrank",,,,,,,,,,,,,,,0
2015 Season World Championship,KOO Tigers,Flash Wolves,Flash Wolves,KOO Tigers,2015-10-08 16:05:00,2015 Season World Championship_Day 5_5_1,2015 Season World Championship_Day 5_5,1,Game 1,0,1,2,37:14,37.233333333333,"Nidalee,Morgana,Malphite","Ashe,Mordekaiser,Gangplank","Darius,Rek'Sai,Azir,Kalista,Kennen","Lulu,Lee Sin,LeBlanc,Jinx,Thresh",,,,,,,,,,,,,,,0
2015 Season World Championship,KOO Tigers,Fnatic,KOO Tigers,Fnatic,2015-10-25 14:19:00,2015 Season World Championship_Semifinals_2_2,2015 Season World Championship_Semifinals_2,2,Game 2,2,0,1,45:09,45.15,"LeBlanc,Lulu,Rek'Sai","Elise,Gangplank,Mordekaiser","Fiora,Zac,Veigar,Kalista,Tahm Kench","Riven,Skarner,Azir,Ashe,Alistar",,,,,,,,,,,,,,,0
2015 Season World Championship,KOO Tigers,KT Rolster,KOO Tigers,KT Rolster,2015-10-18 14:12:00,2015 Season World Championship_Quarterfinals_4_2,2015 Season World Championship_Quarterfinals_4,2,Game 2,1,1,1,40:56,40.933333333333,"Azir,Lulu,Mordekaiser","Tahm Kench,Darius,Gangplank","Fiora,Elise,Veigar,Caitlyn,Shen","Renekton,Gragas,LeBlanc,Jinx,Braum",,,,,,,,,,,,,,,0
2015 Season World Championship,KOO Tigers,KT Rolster,KOO Tigers,KT Rolster,2015-10-18 16:11:00,2015 Season World Championship_Quarterfinals_4_4,2015 Season World Championship_Quarterfinals_4,4,Game 4,3,1,1,39:37,39.616666666667,"Azir,Lulu,Mordekaiser","Tahm Kench,Veigar,Gangplank","Fiora,Elise,Viktor,Caitlyn,Alistar","Darius,Gragas,Cassiopeia,Jinx,Shen",,,,,,,,,,,,,,,0
2015 Season World Championship,KOO Tigers,paiN Gaming,KOO Tigers,paiN Gaming,2015-10-08 14:03:00,2015 Season World Championship_Day 5_3_1,2015 Season World Championship_Day 5_3,1,Game 1,1,0,1,24:46,24.766666666667,"Twisted Fate,Gnar,Lulu","Ashe,Gangplank,Yasuo","Darius,Elise,Azir,Mordekaiser,Leona","Lissandra,Gragas,Viktor,Kalista,Braum",,,,,,,,,,,,,,,0
2015 Season World Championship,KOO Tigers,SK Telecom T1,SK Telecom T1,KOO Tigers,2015-10-31 12:50:00,2015 Season World Championship_Finals_1_2,2015 Season World Championship_Finals_1,2,Game 2,0,2,2,38:15,38.25,"Renekton,Kalista,Tahm Kench","Gangplank,Mordekaiser,Elise","Fiora,Rek'Sai,Viktor,Kennen,Shen","Rumble,Jarvan IV,Lulu,Tristana,Alistar",,,,,,,,,,,,,,,0
2015 Season World Championship,KOO Tigers,SK Telecom T1,SK Telecom T1,KOO Tigers,2015-10-31 14:52:00,2015 Season World Championship_Finals_1_4,2015 Season World Championship_Finals_1,4,Game 4,1,3,2,34:34,34.566666666667,"Renekton,Rumble,Kalista","Fiora,Gangplank,Mordekaiser","Lulu,Rek'Sai,Kassadin,Ashe,Tahm Kench","Gnar,Elise,Ryze,Sivir,Alistar",,,,,,,,,,,,,,,0
2015 Season World Championship,KT Rolster,KOO Tigers,KOO Tigers,KT Rolster,2015-10-18 15:15:00,2015 Season World Championship_Quarterfinals_4_3,2015 Season World Championship_Quarterfinals_4,3,Game 3,1,2,2,33:16,33.266666666667,"Veigar,Kennen,Tahm Kench","Gangplank,Mordekaiser,Darius","Malphite,Rek'Sai,Lulu,Kalista,Alistar","Fiora,Elise,Viktor,Ashe,Shen",,,,,,,,,,,,,,,0
2015 Season World Championship,KT Rolster,KOO Tigers,KT Rolster,KOO Tigers,2015-10-18 12:53:00,2015 Season World Championship_Quarterfinals_4_1,2015 Season World Championship_Quarterfinals_4,1,Game 1,1,0,1,34:29,34.483333333333,"Kennen,Elise,Lee Sin","Gangplank,Lulu,Mordekaiser","Darius,Gragas,LeBlanc,Kalista,Thresh","Fiora,Rek'Sai,Veigar,Ashe,Tahm Kench",,,,,,,,,,,,,,,0
